iter	RMSE
688	1592.442955
689	1591.663428
690	1590.733947
691	1590.075405
692	1589.267292
693	1588.63247
694	1587.885492
695	1587.041546
696	1586.381423
697	1585.661366
698	1585.030729
699	1584.372016
700	1583.523679
701	1582.704556
702	1582.022891
703	1581.368056
704	1580.722909
705	1580.005176
706	1579.323761
707	1578.593423
708	1577.783367
709	1577.096871
710	1576.42024
711	1575.593559
712	1574.956461
713	1574.179922
714	1573.527274
715	1572.883867
716	1572.231619
717	1571.480025
718	1570.841363
719	1570.165314
720	1569.580412
721	1568.891891
722	1568.109216
723	1567.506726
724	1566.830761
725	1566.124762
726	1565.468633
727	1564.859328
728	1564.222819
729	1563.61907
730	1562.953922
731	1562.383938
732	1561.786163
733	1561.218127
734	1560.517773
735	1559.971911
736	1559.368202
737	1558.757352
738	1558.213132
739	1557.624394
740	1557.017713
741	1556.338309
742	1555.802025
743	1555.228715
744	1554.711236
745	1554.153999
746	1553.530157
747	1552.887005
748	1552.351933
749	1551.810317
750	1551.143523
751	1550.638772
752	1550.023848
753	1549.431719
754	1548.917369
755	1548.429812
756	1547.75846
757	1547.213088
758	1546.715054
759	1546.169846
760	1545.641975
761	1544.995977
762	1544.343536
763	1543.868643
764	1543.248243
765	1542.74381
766	1542.234127
767	1541.708391
768	1541.180804
769	1540.673713
770	1540.176132
771	1539.550157
772	1539.034345
773	1538.406848
774	1537.924702
775	1537.362353
776	1536.771286
777	1536.283084
778	1535.839074
779	1535.31649
780	1534.901941
781	1534.367442
782	1533.903546
783	1533.407079
784	1532.917413
785	1532.34234
786	1531.890579
787	1531.416318
788	1530.92982
789	1530.337749
790	1529.812319
791	1529.283593
792	1528.87245
793	1528.328654
794	1527.820268
795	1527.298056
796	1526.819265
797	1526.380485
798	1525.895135
799	1525.474494
800	1524.955168
801	1524.332098
802	1523.752407
803	1523.300323
804	1522.853127
805	1522.323779
806	1521.902667
807	1521.544311
808	1521.182042
809	1520.804585
810	1520.357832
811	1519.809155
812	1519.322016
813	1518.853802
814	1518.381301
815	1517.906076
816	1517.505769
817	1517.106754
818	1516.599032
819	1516.242317
820	1515.820788
821	1515.436198
822	1514.999445
823	1514.585564
824	1514.122498
825	1513.705141
826	1513.300289
827	1512.948548
828	1512.514196
829	1512.03469
830	1511.663105
831	1511.295292
832	1510.940044
833	1510.638938
834	1510.22049
835	1509.834474
836	1509.429622
837	1508.927838
838	1508.518216
839	1508.063922
840	1507.718065
841	1507.220679
842	1506.856841
843	1506.433425
844	1506.008204
845	1505.554403
846	1505.142056
847	1504.815897
848	1504.452976
849	1504.073638
850	1503.586832
851	1503.217451
852	1502.826599
853	1502.456751
854	1502.07866
855	1501.773061
856	1501.387507
857	1501.039852
858	1500.68744
859	1500.315253
860	1499.915352
861	1499.495822
862	1499.130483
863	1498.814967
864	1498.491815
865	1498.132596
866	1497.773058
867	1497.370087
868	1496.987838
869	1496.593057
870	1496.30743
871	1495.949636
872	1495.643411
873	1495.299552
874	1494.97058
875	1494.577242
876	1494.244348
877	1493.860506
878	1493.493266
879	1493.215775
880	1492.914148
881	1492.560819
882	1492.158111
883	1491.767739
884	1491.395537
885	1491.010962
886	1490.664176
887	1490.383674
888	1490.076827
889	1489.724063
890	1489.472554
891	1489.117525
892	1488.774879
893	1488.452279
894	1488.054559
895	1487.795014
896	1487.390004
897	1487.053212
898	1486.652325
899	1486.19399
900	1485.866439
901	1485.527527
902	1485.163924
903	1484.926834
904	1484.578712
905	1484.274
906	1483.9244
907	1483.654429
908	1483.382325
909	1483.069171
910	1482.816212
911	1482.475145
912	1482.108777
913	1481.825062
914	1481.510474
915	1481.202339
916	1481.022477
917	1480.805932
918	1480.342869
919	1479.963235
920	1479.656754
921	1479.394989
922	1479.131967
923	1478.862303
924	1478.574868
925	1478.291857
926	1477.962614
927	1477.731019
928	1477.400149
929	1477.170097
930	1476.82403
931	1476.543551
932	1476.226006
933	1475.908023
934	1475.646708
935	1475.378724
936	1475.162301
937	1474.776318
938	1474.311759
939	1474.024923
940	1473.750242
941	1473.456103
942	1473.146136
943	1472.832865
944	1472.588562
945	1472.263663
946	1471.954449
947	1471.615487
948	1471.363565
949	1471.153281
950	1470.824091
951	1470.517392
952	1470.218461
953	1469.967627
954	1469.638334
955	1469.439784
956	1469.206861
957	1468.806628
958	1468.603858
959	1468.295322
960	1467.982362
961	1467.692
962	1467.440842
963	1467.171623
964	1466.934841
965	1466.625329
966	1466.375442
967	1466.19411
968	1465.948291
969	1465.678045
970	1465.390855
971	1465.157838
972	1464.906416
973	1464.543533
974	1464.346019
975	1464.05341
976	1463.810292
977	1463.579182
978	1463.352484
979	1463.126029
980	1462.782211
981	1462.534098
982	1462.296897
983	1462.080705
984	1461.832052
985	1461.579593
986	1461.319734
987	1461.053899
988	1460.775212
989	1460.503769
990	1460.282464
991	1460.009872
992	1459.720274
993	1459.487426
994	1459.279299
995	1459.022287
996	1458.706536
997	1458.416691
998	1458.219247
999	1457.961637
1000	1457.731339
1001	1457.464353
1002	1457.213055
1003	1456.93589
1004	1456.666149
1005	1456.445062
1006	1456.154589
1007	1455.909985
1008	1455.727553
1009	1455.486084
1010	1455.212289
1011	1454.931997
1012	1454.747457
1013	1454.480767
1014	1454.230611
1015	1454.043657
1016	1453.813519
1017	1453.614733
1018	1453.427816
1019	1453.217416
1020	1453.034506
1021	1452.7925
1022	1452.512074
1023	1452.317949
1024	1452.096019
1025	1451.902045
1026	1451.703356
1027	1451.392499
1028	1451.22367
1029	1450.994334
1030	1450.794433
1031	1450.556169
1032	1450.316596
1033	1450.161715
1034	1449.862646
1035	1449.602723
1036	1449.424672
1037	1449.290496
1038	1449.094949
1039	1448.882636
1040	1448.589808
1041	1448.458844
1042	1448.231897
1043	1448.010125
1044	1447.812334
1045	1447.59991
1046	1447.246304
1047	1447.035037
1048	1446.764362
1049	1446.586071
1050	1446.370024
1051	1446.211182
1052	1445.950348
1053	1445.570855
1054	1445.427949
1055	1445.182701
1056	1445.010243
1057	1444.809068
1058	1444.623351
1059	1444.380872
1060	1444.032047
1061	1443.868601
1062	1443.70502
1063	1443.494288
1064	1443.274445
1065	1443.073039
1066	1442.79662
1067	1442.635952
1068	1442.461151
1069	1442.251674
1070	1442.08606
1071	1441.943032
1072	1441.710431
1073	1441.552057
1074	1441.398422
1075	1441.21961
1076	1441.053684
1077	1440.847425
1078	1440.633871
1079	1440.477029
1080	1440.340651
1081	1440.158538
1082	1439.993201
1083	1439.887867
1084	1439.743485
1085	1439.552867
1086	1439.401034
1087	1439.265932
1088	1438.956003
1089	1438.696604
1090	1438.44948
1091	1438.25889
1092	1438.077842
1093	1437.94963
1094	1437.694598
1095	1437.566461
1096	1437.371645
1097	1437.169652
1098	1437.006201
1099	1436.841167
1100	1436.659533
1101	1436.511143
1102	1436.326317
1103	1436.152978
1104	1435.887626
1105	1435.785795
1106	1435.49661
1107	1435.376259
1108	1435.17204
1109	1435.03656
1110	1434.870955
1111	1434.683121
1112	1434.573699
1113	1434.333072
1114	1434.180897
1115	1433.991829
1116	1433.804627
1117	1433.669777
1118	1433.498044
1119	1433.400545
1120	1433.22364
1121	1433.004153
1122	1432.857282
1123	1432.698547
1124	1432.523029
1125	1432.264408
1126	1432.069184
1127	1431.970373
1128	1431.780022
1129	1431.579605
1130	1431.4201
1131	1431.269933
1132	1431.088615
1133	1430.904683
1134	1430.711763
1135	1430.448785
1136	1430.221946
1137	1430.065736
1138	1429.754922
1139	1429.519834
1140	1429.359902
1141	1429.180683
1142	1429.032921
1143	1428.885444
1144	1428.706176
1145	1428.609618
1146	1428.464108
1147	1428.290829
1148	1428.088783
1149	1427.940932
1150	1427.855168
1151	1427.641725
1152	1427.54523
1153	1427.414754
1154	1427.214168
1155	1427.005267
1156	1426.859775
1157	1426.714189
1158	1426.516398
1159	1426.34999
1160	1426.20915
1161	1425.970371
1162	1425.863401
1163	1425.752265
1164	1425.43562
1165	1425.240494
1166	1425.039729
1167	1424.956652
1168	1424.715662
1169	1424.483885
1170	1424.38166
1171	1424.215892
1172	1424.102584
1173	1423.976765
1174	1423.776832
1175	1423.659196
1176	1423.456248
1177	1423.254622
1178	1423.061421
1179	1422.9689
1180	1422.821491
1181	1422.672514
1182	1422.547456
1183	1422.354918
1184	1422.227097
1185	1422.049112
1186	1421.878582
1187	1421.665066
1188	1421.475643
1189	1421.297375
1190	1421.09988
1191	1420.986849
1192	1420.820171
1193	1420.684043
1194	1420.422993
1195	1420.342622
1196	1420.225668
1197	1420.111687
1198	1420.027579
1199	1419.924126
1200	1419.747468
1201	1419.631623
1202	1419.546572
1203	1419.461972
1204	1419.326088
1205	1419.208518
1206	1419.026343
1207	1418.930481
1208	1418.7603
1209	1418.650766
1210	1418.534783
1211	1418.385278
1212	1418.221147
1213	1418.084384
1214	1417.91778
1215	1417.82034
1216	1417.6981
1217	1417.595834
1218	1417.539749
1219	1417.436078
1220	1417.339311
1221	1417.174135
1222	1417.099514
1223	1416.940567
1224	1416.835109
1225	1416.717156
1226	1416.588112
1227	1416.434143
1228	1416.332376
1229	1416.210098
1230	1416.133054
1231	1415.937044
1232	1415.779024
1233	1415.599091
1234	1415.486633
1235	1415.396186
1236	1415.23349
1237	1415.159845
1238	1415.046687
1239	1414.960002
1240	1414.730102
1241	1414.621953
1242	1414.490762
1243	1414.329408
1244	1414.199773
1245	1414.103285
1246	1413.963956
1247	1413.892397
1248	1413.835027
1249	1413.748446
1250	1413.590969
1251	1413.324613
1252	1413.176922
1253	1413.014789
1254	1412.917239
1255	1412.7621
1256	1412.577377
1257	1412.499248
1258	1412.355697
1259	1412.207813
1260	1412.126238
1261	1412.023248
1262	1411.8784
1263	1411.695456
1264	1411.543352
1265	1411.437858
1266	1411.300298
1267	1411.17837
1268	1411.039157
1269	1410.928397
1270	1410.84342
1271	1410.73382
1272	1410.66827
1273	1410.564164
1274	1410.558594
1275	1410.402744
1276	1410.228042
1277	1410.141768
1278	1409.968801
1279	1409.860462
1280	1409.767893
1281	1409.650829
1282	1409.54029
1283	1409.437041
1284	1409.262967
1285	1409.196124
1286	1408.937159
1287	1408.828493
1288	1408.730973
1289	1408.62578
1290	1408.522016
1291	1408.432589
1292	1408.379389
1293	1408.291106
1294	1408.178972
1295	1408.094551
1296	1408.009839
1297	1407.84847
1298	1407.772829
1299	1407.721093
1300	1407.52791
1301	1407.436417
1302	1407.392124
1303	1407.210297
1304	1407.082119
1305	1406.969521
1306	1406.754739
1307	1406.689904
1308	1406.613834
1309	1406.554206
1310	1406.403395
1311	1406.334016
1312	1406.262781
1313	1406.108094
1314	1405.998515
1315	1405.858727
1316	1405.729431
1317	1405.546347
1318	1405.449087
1319	1405.295918
1320	1405.193085
1321	1405.114057
1322	1405.048429
1323	1404.926707
1324	1404.834193
1325	1404.786139
1326	1404.610816
1327	1404.559003
1328	1404.495415
1329	1404.413777
1330	1404.271566
1331	1404.194742
1332	1404.163045
1333	1404.068349
1334	1403.996731
1335	1403.855728
1336	1403.74174
1337	1403.70828
1338	1403.535367
1339	1403.366804
1340	1403.218957
1341	1403.025586
1342	1402.93364
1343	1402.915052
1344	1402.834257
1345	1402.661297
1346	1402.547243
1347	1402.499039
1348	1402.471458
1349	1402.409277
1350	1402.259245
1351	1402.21711
1352	1402.184255
1353	1402.139724
1354	1402.075889
1355	1402.038017
1356	1401.978555
1357	1401.838732
1358	1401.63738
1359	1401.51682
1360	1401.445028
1361	1401.393801
1362	1401.279232
1363	1401.095317
1364	1400.981763
1365	1400.905393
1366	1400.819596
1367	1400.73706
1368	1400.602772
1369	1400.573411
1370	1400.570348
1371	1400.520201
1372	1400.463885
1373	1400.399661
1374	1400.344938
1375	1400.261708
1376	1400.170776
1377	1399.972562
1378	1399.956293
1379	1399.865466
1380	1399.718852
1381	1399.648253
1382	1399.612343
1383	1399.514429
1384	1399.506584
1385	1399.374058
1386	1399.295594
1387	1399.102891
1388	1398.993331
1389	1398.903477
1390	1398.860687
1391	1398.833868
1392	1398.62552
1393	1398.458439
1394	1398.34237
1395	1398.237812
1396	1398.15824
1397	1398.111357
1398	1397.915992
1399	1397.859415
1400	1397.857818
1401	1397.791816
1402	1397.620444
1403	1397.567959
1404	1397.526122
1405	1397.448676
1406	1397.413533
1407	1397.361194
1408	1397.314132
1409	1397.295823
1410	1397.27535
1411	1397.036454
1412	1396.980542
1413	1396.932591
1414	1396.877673
1415	1396.761453
1416	1396.611199
1417	1396.557888
1418	1396.459598
1419	1396.441219
1420	1396.360899
1421	1396.318064
1422	1396.315193
1423	1396.261554
1424	1396.169757
1425	1396.081738
1426	1395.936945
1427	1395.751428
1428	1395.675437
1429	1395.499853
1430	1395.428232
1431	1395.307797
1432	1395.24105
1433	1395.148373
1434	1395.034139
1435	1394.989724
1436	1394.933874
1437	1394.838223
1438	1394.776304
1439	1394.704004
1440	1394.687055
1441	1394.598474
1442	1394.593978
1443	1394.481064
1444	1394.456481
1445	1394.255489
1446	1394.230101
1447	1394.110926
1448	1394.055544
1449	1393.873214
1450	1393.871611
1451	1393.767104
1452	1393.610178
1453	1393.60795
1454	1393.447499
1455	1393.337508
1456	1393.181296
1457	1393.056166
1458	1392.951644
1459	1392.896342
1460	1392.635946
1461	1392.540518
1462	1392.531095
1463	1392.496286
1464	1392.386847
1465	1392.261585
1466	1392.239224
1467	1392.175937
1468	1392.012643
1469	1391.942749
1470	1391.758444
1471	1391.653917
1472	1391.516285
1473	1391.439747
1474	1391.380456
1475	1391.347362
1476	1391.264883
1477	1391.259181
1478	1391.116346
1479	1390.952106
1480	1390.951629
1481	1390.902543
1482	1390.849937
1483	1390.807044
1484	1390.71063
1485	1390.658927
1486	1390.616026
1487	1390.586555
1488	1390.570316
1489	1390.426993
1490	1390.251046
1491	1390.137557
1492	1390.031959
1493	1390.007739
1494	1389.840483
1495	1389.823003
1496	1389.741292
1497	1389.662819
1498	1389.661866
1499	1389.661448
1500	1389.647014
1501	1389.585575
1502	1389.571315
1503	1389.544961
1504	1389.442111
1505	1389.440959
1506	1389.350486
1507	1389.189787
1508	1389.169258
1509	1389.075688
1510	1389.008777
1511	1389.006469
1512	1389.003818
1513	1388.882989
1514	1388.685685
1515	1388.612941
1516	1388.600254
1517	1388.501976
1518	1388.501284
1519	1388.479656
1520	1388.46453
1521	1388.406587
1522	1388.335345
1523	1388.266412
1524	1388.235643
1525	1388.229439
1526	1388.075335
1527	1388.013672
1528	1387.993587
1529	1387.806513
1530	1387.804433
1531	1387.791282
1532	1387.76842
1533	1387.666279
1534	1387.586836
1535	1387.585613
1536	1387.563474
1537	1387.46551
1538	1387.311384
1539	1387.166989
1540	1387.16652
1541	1387.061033
1542	1387.038787
1543	1387.038227
1544	1386.833449
1545	1386.679046
1546	1386.666061
1547	1386.527905
1548	1386.51482
1549	1386.36354
1550	1386.305984
1551	1386.302087
1552	1386.147608
1553	1386.058198
1554	1385.989186
1555	1385.915148
1556	1385.869399
1557	1385.823773
1558	1385.753081
1559	1385.75157
1560	1385.673977
1561	1385.57754
1562	1385.577055
1563	1385.575814
1564	1385.573829
1565	1385.52734
1566	1385.525152
1567	1385.524615
1568	1385.498545
1569	1385.420003
1570	1385.326889
1571	1385.194876
1572	1385.191743
1573	1385.119994
1574	1385.071932
1575	1385.056632
1576	1385.040045
1577	1384.999922
1578	1384.939144
1579	1384.845175
1580	1384.84447
1581	1384.778808
1582	1384.604082
1583	1384.591287
1584	1384.590665
1585	1384.510899
1586	1384.292694
1587	1384.211517
1588	1384.198708
1589	1384.132607
1590	1384.059568
1591	1384.045641
1592	1383.872671
1593	1383.859441
1594	1383.770803
1595	1383.749973
1596	1383.701063
1597	1383.700471
1598	1383.670016
1599	1383.658614
1600	1383.587352
1601	1383.491552
1602	1383.491353
1603	1383.490357
1604	1383.478778
1605	1383.316324
1606	1383.301909
1607	1383.288897
1608	1383.140273
1609	1383.121267
1610	1383.121082
1611	1383.109678
1612	1383.028919
1613	1383.01688
1614	1382.999735
1615	1382.926529
1616	1382.913325
1617	1382.779567
1618	1382.768746
1619	1382.71395
1620	1382.652631
1621	1382.589394
1622	1382.463286
1623	1382.435588
1624	1382.2839
1625	1382.255075
1626	1382.160482
1627	1382.149692
1628	1382.014923
1629	1382.01474
1630	1381.941361
1631	1381.923516
1632	1381.767849
1633	1381.63101
1634	1381.609161
1635	1381.501822
1636	1381.412369
1637	1381.37657
1638	1381.237281
1639	1381.104599
1640	1381.104413
1641	1381.016361
1642	1381.013175
1643	1381.011244
1644	1380.971215
1645	1380.970878
1646	1380.970699
1647	1380.96035
1648	1380.823794
1649	1380.812644
1650	1380.81075
1651	1380.774512
1652	1380.673595
1653	1380.648605
1654	1380.637768
1655	1380.636694
1656	1380.626527
1657	1380.598892
1658	1380.451661
1659	1380.331028
1660	1380.228758
1661	1380.144867
1662	1380.134451
1663	1380.064132
1664	1379.93667
