iter	Passed	Remaining
4675	188404	3840771
4676	188441	3840670
4677	188489	3840785
4678	188523	3840625
4679	188568	3840676
4680	188604	3840550
4681	188649	3840593
4682	188688	3840532
4683	188731	3840540
4684	188766	3840402
4685	188808	3840385
4686	188842	3840230
4687	188889	3840324
4688	188925	3840204
4689	188969	3840232
4690	189007	3840141
4691	189053	3840226
4692	189090	3840109
4693	189132	3840111
4694	189167	3839953
4695	189209	3839952
4696	189244	3839815
4697	189291	3839898
4698	189329	3839825
4699	189375	3839889
4700	189412	3839775
4701	189458	3839848
4702	189495	3839758
4703	189540	3839799
4704	189576	3839679
4705	189622	3839749
4706	189659	3839654
4707	189700	3839621
4708	189734	3839455
4709	189777	3839474
4710	189813	3839351
4711	189857	3839372
4712	189894	3839269
4713	189941	3839369
4714	189979	3839270
4715	190024	3839329
4716	190057	3839154
4717	190102	3839201
4718	190140	3839109
4719	190187	3839200
4720	190223	3839077
4721	190268	3839143
4722	190306	3839044
4723	190347	3839023
4724	190385	3838947
4725	190446	3839308
4726	190490	3839357
4727	190549	3839686
4728	190598	3839818
4729	190643	3839881
4730	190682	3839802
4731	190727	3839863
4732	190772	3839919
4733	190833	3840288
4734	190887	3840529
4735	190939	3840713
4736	190974	3840581
4737	191021	3840659
4738	191055	3840500
4739	191098	3840519
4740	191138	3840462
4741	191184	3840532
4742	191222	3840450
4743	191269	3840540
4744	191307	3840466
4745	191353	3840528
4746	191388	3840397
4747	191432	3840423
4748	191468	3840298
4749	191513	3840341
4750	191547	3840172
4751	191590	3840204
4752	191628	3840103
4753	191672	3840137
4754	191711	3840066
4755	191754	3840087
4756	191790	3839969
4757	191837	3840065
4758	191874	3839954
4759	191916	3839950
4760	191951	3839802
4761	191996	3839841
4762	192032	3839725
4763	192082	3839883
4764	192119	3839768
4765	192164	3839815
4766	192197	3839644
4767	192244	3839734
4768	192281	3839621
4769	192322	3839593
4770	192358	3839467
4771	192404	3839535
4772	192442	3839453
4773	192488	3839524
4774	192521	3839335
4775	192564	3839349
4776	192600	3839232
4777	192644	3839269
4778	192681	3839157
4779	192726	3839212
4780	192762	3839085
4781	192804	3839081
4782	192843	3839010
4783	192887	3839049
4784	192921	3838871
4785	192967	3838957
4786	193004	3838845
4787	193049	3838893
4788	193086	3838788
4789	193129	3838795
4790	193163	3838643
4791	193212	3838767
4792	193247	3838621
4793	193291	3838648
4794	193329	3838561
4795	193377	3838673
4796	193411	3838516
4797	193456	3838561
4798	193491	3838420
4799	193536	3838464
4800	193569	3838290
4801	193614	3838340
4802	193650	3838222
4803	193694	3838245
4804	193726	3838045
4805	193773	3838137
4806	193807	3837968
4807	193852	3838014
4808	193889	3837912
4809	193936	3838010
4810	193974	3837921
4811	194017	3837938
4812	194052	3837797
4813	194095	3837810
4814	194130	3837664
4815	194173	3837667
4816	194210	3837553
4817	194253	3837580
4818	194288	3837433
4819	194336	3837546
4820	194373	3837436
4821	194418	3837486
4822	194454	3837358
4823	194496	3837360
4824	194531	3837209
4825	194578	3837304
4826	194611	3837124
4827	194652	3837095
4828	194686	3836934
4829	194730	3836948
4830	194763	3836781
4831	194810	3836865
4832	194847	3836749
4833	194888	3836740
4834	194928	3836680
4835	194975	3836783
4836	195014	3836708
4837	195058	3836737
4838	195096	3836649
4839	195144	3836775
4840	195179	3836616
4841	195224	3836671
4842	195263	3836614
4843	195322	3836937
4844	195372	3837086
4845	195432	3837434
4846	195481	3837553
4847	195527	3837638
4848	195568	3837595
4849	195612	3837636
4850	195651	3837567
4851	195712	3837941
4852	195760	3838053
4853	195818	3838345
4854	195867	3838479
4855	195925	3838786
4856	195971	3838854
4857	196018	3838937
4858	196054	3838828
4859	196097	3838823
4860	196131	3838674
4861	196173	3838656
4862	196207	3838487
4863	196249	3838486
4864	196299	3838629
4865	196362	3839043
4866	196407	3839080
4867	196465	3839392
4868	196516	3839560
4869	196566	3839709
4870	196607	3839683
4871	196656	3839798
4872	196691	3839659
4873	196738	3839749
4874	196783	3839793
4875	196842	3840120
4876	196900	3840418
4877	196961	3840798
4878	196999	3840711
4879	197043	3840727
4880	197078	3840594
4881	197122	3840620
4882	197159	3840508
4883	197203	3840545
4884	197241	3840451
4885	197285	3840487
4886	197321	3840362
4887	197363	3840358
4888	197395	3840151
4889	197439	3840180
4890	197473	3840010
4891	197518	3840055
4892	197554	3839928
4893	197606	3840114
4894	197655	3840244
4895	197723	3840739
4896	197774	3840904
4897	197848	3841515
4898	197899	3841684
4899	197955	3841952
4900	197993	3841866
4901	198037	3841902
4902	198071	3841739
4903	198117	3841806
4904	198154	3841686
4905	198202	3841790
4906	198253	3841957
4907	198318	3842396
4908	198369	3842570
4909	198434	3842993
4910	198472	3842908
4911	198521	3843036
4912	198558	3842932
4913	198602	3842966
4914	198637	3842810
4915	198683	3842888
4916	198720	3842772
4917	198764	3842798
4918	198798	3842649
4919	198844	3842706
4920	198879	3842556
4921	198924	3842607
4922	198959	3842461
4923	199002	3842475
4924	199040	3842400
4925	199087	3842485
4926	199126	3842418
4927	199174	3842512
4928	199209	3842370
4929	199256	3842450
4930	199292	3842334
4931	199335	3842333
4932	199371	3842221
4933	199416	3842261
4934	199452	3842144
4935	199521	3842645
4936	199575	3842866
4937	199640	3843293
4938	199680	3843256
4939	199723	3843254
4940	199764	3843227
4941	199828	3843642
4942	199880	3843834
4943	199950	3844362
4944	200006	3844612
4945	200061	3844859
4946	200099	3844769
4947	200145	3844830
4948	200179	3844674
4949	200226	3844751
4950	200260	3844593
4951	200304	3844609
4952	200342	3844521
4953	200399	3844797
4954	200452	3844998
4955	200516	3845424
4956	200563	3845493
4957	200615	3845687
4958	200655	3845638
4959	200700	3845686
4960	200740	3845630
4961	200785	3845684
4962	200820	3845524
4963	200864	3845554
4964	200899	3845405
4965	200944	3845459
4966	200981	3845355
4967	201027	3845417
4968	201062	3845266
4969	201105	3845280
4970	201137	3845084
4971	201183	3845141
4972	201223	3845087
4973	201268	3845150
4974	201304	3845018
4975	201352	3845120
4976	201389	3845016
4977	201436	3845090
4978	201470	3844932
4979	201517	3845020
4980	201556	3844941
4981	201601	3844999
4982	201637	3844875
4983	201684	3844957
4984	201722	3844863
4985	201768	3844927
4986	201804	3844802
4987	201847	3844808
4988	201886	3844749
4989	201928	3844728
4990	201966	3844654
4991	202011	3844690
4992	202047	3844567
4993	202093	3844630
4994	202129	3844503
4995	202173	3844525
4996	202206	3844347
4997	202248	3844347
4998	202289	3844305
4999	202334	3844357
5000	202369	3844216
5001	202413	3844246
5002	202451	3844142
5003	202495	3844184
5004	202533	3844088
5005	202579	3844149
5006	202619	3844105
5007	202665	3844166
5008	202700	3844018
5009	202746	3844088
5010	202782	3843972
5011	202830	3844063
5012	202868	3843970
5013	202910	3843976
5014	202949	3843897
5015	202994	3843951
5016	203030	3843813
5017	203074	3843852
5018	203109	3843697
5019	203154	3843743
5020	203189	3843595
5021	203234	3843641
5022	203269	3843510
5023	203316	3843585
5024	203352	3843455
5025	203397	3843513
5026	203435	3843417
5027	203478	3843419
5028	203515	3843327
5029	203562	3843396
5030	203596	3843249
5031	203641	3843294
5032	203678	3843184
5033	203719	3843160
5034	203758	3843081
5035	203801	3843093
5036	203835	3842926
5037	203880	3842980
5038	203916	3842848
5039	203961	3842884
5040	203996	3842746
5041	204039	3842762
5042	204077	3842664
5043	204120	3842672
5044	204155	3842531
5045	204199	3842558
5046	204237	3842464
5047	204279	3842456
5048	204316	3842356
5049	204359	3842367
5050	204398	3842287
5051	204443	3842343
5052	204482	3842266
5053	204527	3842321
5054	204567	3842260
5055	204612	3842311
5056	204649	3842197
5057	204694	3842255
5058	204730	3842129
5059	204774	3842155
5060	204809	3842015
5061	204852	3842011
5062	204888	3841883
5063	204933	3841937
5064	204970	3841837
5065	205014	3841857
5066	205050	3841738
5067	205093	3841738
5068	205131	3841659
5069	205176	3841693
5070	205211	3841561
5071	205255	3841581
5072	205291	3841460
5073	205341	3841595
5074	205376	3841448
5075	205422	3841513
5076	205456	3841353
5077	205505	3841468
5078	205541	3841353
5079	205586	3841392
5080	205625	3841325
5081	205671	3841379
5082	205708	3841273
5083	205751	3841281
5084	205787	3841165
5085	205836	3841292
5086	205873	3841181
5087	205917	3841211
5088	205954	3841094
5089	205995	3841072
5090	206031	3840950
5091	206078	3841024
5092	206115	3840915
5093	206158	3840932
5094	206200	3840907
5095	206243	3840921
5096	206280	3840812
5097	206323	3840824
5098	206362	3840751
5099	206406	3840774
5100	206441	3840638
5101	206488	3840720
5102	206524	3840589
5103	206572	3840687
5104	206610	3840600
5105	206656	3840665
5106	206694	3840590
5107	206741	3840666
5108	206780	3840591
5109	206828	3840690
5110	206865	3840598
5111	206914	3840712
5112	206951	3840597
5113	206997	3840670
5114	207036	3840595
5115	207084	3840703
5116	207121	3840584
5117	207167	3840652
5118	207202	3840516
5119	207244	3840507
5120	207280	3840378
5121	207326	3840432
5122	207361	3840295
5123	207405	3840314
5124	207441	3840193
5125	207484	3840207
5126	207519	3840066
5127	207565	3840127
5128	207602	3840019
5129	207647	3840059
5130	207683	3839938
5131	207728	3839974
5132	207766	3839887
5133	207809	3839905
5134	207847	3839817
5135	207890	3839817
5136	207925	3839683
5137	207970	3839724
5138	208007	3839611
5139	208049	3839615
5140	208086	3839509
5141	208132	3839555
5142	208171	3839492
5143	208216	3839531
5144	208254	3839460
5145	208299	3839488
5146	208335	3839375
5147	208382	3839455
5148	208420	3839363
5149	208462	3839351
5150	208498	3839229
5151	208543	3839280
5152	208582	3839200
5153	208626	3839235
5154	208664	3839142
5155	208708	3839171
5156	208745	3839061
5157	208793	3839159
5158	208828	3839012
5159	208871	3839029
5160	208908	3838919
5161	208954	3838976
5162	208988	3838818
5163	209031	3838822
5164	209067	3838708
5165	209115	3838809
5166	209153	3838722
5167	209196	3838721
5168	209232	3838592
5169	209278	3838667
5170	209314	3838532
5171	209357	3838537
5172	209390	3838375
5173	209437	3838444
5174	209476	3838373
5175	209518	3838368
5176	209556	3838272
5177	209600	3838296
5178	209636	3838188
5179	209686	3838310
5180	209721	3838166
5181	209763	3838165
5182	209800	3838051
5183	209844	3838089
5184	209877	3837913
5185	209921	3837926
5186	209961	3837877
5187	210006	3837924
5188	210042	3837803
5189	210085	3837813
5190	210119	3837654
5191	210162	3837654
5192	210200	3837567
5193	210248	3837670
5194	210287	3837602
5195	210331	3837621
5196	210367	3837497
5197	210414	3837568
5198	210451	3837478
5199	210498	3837540
5200	210532	3837383
5201	210574	3837379
5202	210611	3837276
5203	210655	3837301
5204	210695	3837246
5205	210740	3837296
5206	210778	3837199
5207	210823	3837243
5208	210858	3837112
5209	210900	3837095
5210	210938	3836999
5211	210983	3837042
5212	211019	3836923
5213	211062	3836936
5214	211097	3836799
5215	211140	3836792
5216	211178	3836714
5217	211222	3836728
5218	211256	3836579
5219	211299	3836590
5220	211335	3836459
5221	211379	3836485
5222	211417	3836408
5223	211462	3836436
5224	211497	3836296
5225	211539	3836285
5226	211573	3836126
5227	211619	3836187
5228	211652	3836009
5229	211695	3836011
5230	211730	3835883
5231	211774	3835895
5232	211811	3835794
5233	211853	3835778
5234	211891	3835709
5235	211939	3835788
5236	211974	3835653
5237	212019	3835702
5238	212053	3835538
5239	212098	3835582
5240	212135	3835471
5241	212178	3835481
5242	212214	3835369
5243	212258	3835387
5244	212295	3835278
5245	212340	3835322
5246	212376	3835207
5247	212419	3835199
5248	212454	3835066
5249	212498	3835098
5250	212532	3834926
5251	212577	3834976
5252	212614	3834871
5253	212657	3834878
5254	212695	3834796
5255	212741	3834857
5256	212776	3834713
5257	212822	3834773
5258	212858	3834651
5259	212902	3834672
5260	212936	3834510
5261	212978	3834510
5262	213015	3834394
5263	213059	3834431
5264	213094	3834277
5265	213139	3834329
5266	213176	3834221
5267	213220	3834251
5268	213254	3834079
5269	213298	3834115
5270	213337	3834053
5271	213385	3834131
5272	213418	3833970
5273	213462	3833984
5274	213499	3833888
5275	213544	3833928
5276	213580	3833808
5277	213625	3833853
5278	213662	3833740
5279	213707	3833783
5280	213740	3833608
5281	213782	3833590
5282	213818	3833478
5283	213864	3833538
5284	213899	3833389
5285	213945	3833449
5286	213982	3833346
5287	214027	3833386
5288	214065	3833300
5289	214112	3833383
5290	214148	3833266
5291	214196	3833361
5292	214230	3833204
5293	214274	3833223
5294	214309	3833087
5295	214355	3833133
5296	214393	3833063
5297	214437	3833074
5298	214474	3832972
5299	214518	3832997
5300	214553	3832867
5301	214599	3832926
5302	214634	3832779
5303	214677	3832779
5304	214713	3832674
5305	214756	3832678
5306	214790	3832515
5307	214835	3832553
5308	214869	3832406
5309	214918	3832505
5310	214955	3832404
5311	214999	3832427
5312	215035	3832310
5313	215081	3832360
5314	215117	3832249
5315	215165	3832340
5316	215203	3832250
5317	215247	3832280
5318	215284	3832169
5319	215328	3832200
5320	215364	3832087
5321	215407	3832078
5322	215441	3831924
5323	215487	3831994
5324	215524	3831886
5325	215567	3831886
5326	215604	3831791
5327	215650	3831850
5328	215686	3831718
5329	215732	3831783
5330	215769	3831681
5331	215812	3831686
5332	215849	3831586
5333	215895	3831647
5334	215930	3831496
5335	215977	3831570
5336	216012	3831430
5337	216058	3831493
5338	216095	3831387
5339	216138	3831399
5340	216175	3831304
5341	216219	3831325
5342	216254	3831185
5343	216302	3831274
5344	216337	3831132
5345	216383	3831194
5346	216418	3831055
5347	216462	3831085
5348	216498	3830951
5349	216539	3830934
5350	216575	3830811
5351	216619	3830827
5352	216656	3830731
5353	216699	3830733
5354	216739	3830678
5355	216784	3830723
5356	216824	3830679
5357	216869	3830709
5358	216905	3830594
5359	216953	3830678
5360	216990	3830582
5361	217032	3830562
5362	217067	3830438
5363	217115	3830519
5364	217152	3830426
5365	217194	3830410
5366	217232	3830327
5367	217277	3830359
5368	217313	3830252
5369	217357	3830273
5370	217393	3830149
5371	217439	3830206
5372	217474	3830068
5373	217517	3830070
5374	217556	3830009
5375	217602	3830059
5376	217635	3829883
5377	217681	3829947
5378	217716	3829803
5379	217761	3829848
5380	217793	3829663
5381	217839	3829710
5382	217873	3829559
5383	217919	3829626
5384	217956	3829521
5385	218000	3829542
5386	218033	3829374
5387	218076	3829368
5388	218115	3829307
5389	218160	3829349
5390	218195	3829206
5391	218241	3829255
5392	218279	3829181
5393	218326	3829250
5394	218362	3829134
5395	218408	3829184
5396	218443	3829048
5397	218486	3829054
5398	218522	3828937
5399	218564	3828925
5400	218600	3828812
5401	218644	3828826
5402	218679	3828692
5403	218721	3828677
5404	218757	3828552
5405	218802	3828598
5406	218840	3828514
5407	218887	3828584
5408	218923	3828467
5409	218968	3828506
5410	219007	3828434
5411	219052	3828487
5412	219090	3828405
5413	219136	3828446
5414	219172	3828335
5415	219219	3828413
5416	219258	3828337
5417	219305	3828413
5418	219340	3828282
5419	219387	3828344
5420	219423	3828238
5421	219466	3828229
5422	219503	3828135
5423	219548	3828166
5424	219586	3828095
5425	219630	3828106
5426	219665	3827969
5427	219706	3827947
5428	219744	3827855
5429	219788	3827888
5430	219822	3827725
5431	219863	3827689
5432	219901	3827614
5433	219949	3827697
5434	219982	3827537
5435	220029	3827598
5436	220066	3827509
5437	220109	3827517
5438	220149	3827465
5439	220193	3827488
5440	220229	3827369
5441	220275	3827416
5442	220312	3827320
5443	220359	3827389
5444	220394	3827253
5445	220437	3827260
5446	220475	3827168
5447	220521	3827229
5448	220558	3827131
5449	220605	3827196
5450	220642	3827101
5451	220685	3827104
5452	220719	3826959
5453	220762	3826960
5454	220797	3826819
5455	220842	3826856
5456	220877	3826728
5457	220923	3826785
5458	220960	3826670
5459	221004	3826689
5460	221039	3826557
5461	221087	3826659
5462	221123	3826532
5463	221171	3826619
5464	221207	3826499
5465	221252	3826547
5466	221290	3826463
5467	221335	3826494
5468	221371	3826376
5469	221417	3826432
5470	221453	3826310
5471	221499	3826368
5472	221536	3826264
5473	221579	3826271
5474	221615	3826158
5475	221656	3826123
5476	221692	3826012
5477	221738	3826057
5478	221772	3825914
5479	221816	3825936
5480	221853	3825824
5481	221900	3825903
5482	221933	3825733
5483	221978	3825770
5484	222015	3825673
5485	222058	3825672
5486	222094	3825556
5487	222140	3825607
5488	222178	3825530
5489	222223	3825555
5490	222257	3825413
5491	222301	3825436
5492	222337	3825322
5493	222384	3825378
5494	222420	3825272
5495	222460	3825227
5496	222494	3825059
5497	222538	3825089
5498	222578	3825032
5499	222621	3825048
5500	222657	3824932
5501	222700	3824926
5502	222735	3824790
5503	222783	3824888
5504	222820	3824785
5505	222864	3824809
5506	222900	3824682
5507	222944	3824703
5508	222982	3824625
5509	223026	3824642
5510	223064	3824557
5511	223107	3824559
5512	223143	3824446
5513	223188	3824476
5514	223222	3824325
5515	223268	3824386
5516	223303	3824240
5517	223344	3824225
5518	223381	3824122
5519	223424	3824122
5520	223458	3823975
5521	223502	3823991
5522	223538	3823877
5523	223582	3823898
5524	223619	3823788
5525	223663	3823808
5526	223698	3823673
5527	223740	3823656
5528	223777	3823571
5529	223824	3823627
5530	223858	3823483
5531	223903	3823514
5532	223941	3823437
5533	223985	3823464
5534	224020	3823325
5535	224064	3823350
5536	224101	3823251
5537	224147	3823292
5538	224185	3823219
5539	224229	3823232
5540	224264	3823099
5541	224306	3823084
5542	224342	3822962
5543	224387	3823001
5544	224423	3822887
5545	224468	3822922
5546	224500	3822748
5547	224545	3822775
5548	224581	3822661
5549	224625	3822684
5550	224661	3822568
5551	224706	3822607
5552	224744	3822525
5553	224790	3822574
5554	224825	3822435
5555	224868	3822442
5556	224904	3822332
5557	224951	3822390
5558	224989	3822314
5559	225034	3822352
5560	225068	3822200
5561	225114	3822251
5562	225150	3822130
5563	225196	3822188
5564	225231	3822054
5565	225272	3822017
5566	225307	3821892
5567	225352	3821931
5568	225389	3821825
5569	225433	3821852
5570	225472	3821777
5571	225517	3821823
5572	225554	3821714
5573	225596	3821705
5574	225631	3821578
5575	225675	3821590
5576	225709	3821444
5577	225754	3821468
5578	225789	3821337
5579	225834	3821386
5580	225872	3821290
5581	225914	3821274
5582	225951	3821189
5583	225996	3821214
5584	226032	3821095
5585	226076	3821118
5586	226113	3821029
5587	226157	3821033
5588	226192	3820903
5589	226236	3820921
5590	226271	3820789
5591	226314	3820798
5592	226350	3820681
5593	226396	3820726
5594	226430	3820580
5595	226474	3820602
5596	226509	3820468
5597	226556	3820548
5598	226591	3820408
5599	226631	3820361
5600	226667	3820237
5601	226710	3820239
5602	226746	3820122
5603	226788	3820114
5604	226824	3819996
5605	226866	3819977
5606	226905	3819917
5607	226950	3819958
5608	226985	3819818
5609	227032	3819895
5610	227071	3819825
5611	227164	3820670
5612	227230	3821057
5613	227288	3821312
5614	227323	3821182
5615	227364	3821149
5616	227399	3821009
5617	227440	3820986
5618	227473	3820814
5619	227520	3820878
5620	227553	3820713
5621	227596	3820722
5622	227631	3820588
5623	227678	3820659
5624	227713	3820527
5625	227758	3820558
5626	227795	3820470
5627	227840	3820492
5628	227875	3820359
5629	227919	3820386
5630	227956	3820277
5631	228002	3820334
5632	228036	3820180
5633	228079	3820192
5634	228120	3820156
5635	228165	3820189
5636	228202	3820088
5637	228244	3820082
5638	228281	3819974
5639	228326	3820015
5640	228360	3819862
5641	228404	3819884
5642	228437	3819723
5643	228483	3819765
5644	228518	3819644
5645	228563	3819677
5646	228598	3819536
5647	228644	3819587
5648	228677	3819434
5649	228720	3819435
5650	228758	3819352
5651	228801	3819351
5652	228837	3819227
5653	228882	3819269
5654	228917	3819138
5655	228966	3819233
5656	229001	3819106
5657	229045	3819117
5658	229080	3818989
5659	229122	3818981
5660	229161	3818909
5661	229204	3818915
5662	229240	3818805
5663	229291	3818928
5664	229327	3818815
5665	229371	3818837
5666	229405	3818692
5667	229449	3818705
5668	229486	3818604
5669	229529	3818602
5670	229565	3818487
5671	229610	3818534
5672	229651	3818496
5673	229699	3818578
5674	229733	3818440
5675	229776	3818438
5676	229815	3818372
5677	229860	3818402
5678	229895	3818269
5679	229941	3818321
5680	229978	3818222
5681	230024	3818283
5682	230057	3818108
5683	230100	3818107
5684	230136	3817996
5685	230178	3817991
5686	230214	3817864
5687	230257	3817862
5688	230294	3817769
5689	230340	3817815
5690	230382	3817808
5691	230420	3817722
5692	230463	3817727
5693	230499	3817609
5694	230541	3817592
5695	230579	3817519
5696	230625	3817562
5697	230659	3817423
5698	230703	3817443
5699	230738	3817309
5700	230781	3817303
5701	230816	3817181
5702	230862	3817220
5703	230896	3817084
5704	230940	3817093
5705	230979	3817034
5706	231022	3817026
5707	231060	3816944
5708	231107	3817011
5709	231143	3816903
5710	231188	3816935
5711	231224	3816820
5712	231268	3816845
5713	231302	3816697
5714	231349	3816756
5715	231384	3816634
5716	231428	3816642
5717	231462	3816495
5718	231507	3816536
5719	231545	3816452
5720	231591	3816504
5721	231623	3816330
5722	231666	3816327
5723	231705	3816255
5724	231748	3816264
5725	231782	3816116
5726	231828	3816169
5727	231866	3816077
5728	231909	3816081
5729	231945	3815975
5730	231990	3815998
5731	232024	3815851
5732	232067	3815863
5733	232102	3815721
5734	232148	3815777
5735	232183	3815638
5736	232225	3815631
5737	232262	3815539
5738	232306	3815545
5739	232343	3815453
5740	232389	3815496
5741	232428	3815435
5742	232475	3815499
5743	232511	3815389
5744	232554	3815386
5745	232594	3815341
5746	232636	3815335
5747	232674	3815238
5748	232723	3815353
5749	232763	3815291
5750	232813	3815406
5751	232854	3815384
5752	232901	3815443
5753	232937	3815331
5754	232985	3815418
5755	233019	3815269
5756	233063	3815283
5757	233099	3815171
5758	233146	3815245
5759	233182	3815117
5760	233224	3815110
5761	233258	3814969
5762	233305	3815033
5763	233341	3814913
5764	233386	3814946
5765	233424	3814873
5766	233469	3814898
5767	233506	3814807
5768	233551	3814828
5769	233589	3814758
5770	233634	3814782
5771	233671	3814684
5772	233717	3814745
5773	233755	3814653
5774	233801	3814708
5775	233838	3814604
5776	233881	3814610
5777	233919	3814529
5778	233962	3814526
5779	233997	3814406
5780	234041	3814420
5781	234075	3814271
5782	234117	3814257
5783	234156	3814198
5784	234201	3814222
5785	234235	3814072
5786	234278	3814083
5787	234315	3813978
5788	234358	3813977
5789	234392	3813830
5790	234438	3813884
5791	234474	3813766
5792	234519	3813803
5793	234556	3813712
5794	234598	3813697
5795	234636	3813608
5796	234679	3813616
5797	234715	3813501
5798	234764	3813599
5799	234805	3813570
5800	234851	3813608
5801	234887	3813496
5802	234930	3813503
5803	234968	3813415
5804	235011	3813426
5805	235046	3813292
5806	235093	3813353
5807	235130	3813255
5808	235176	3813311
5809	235214	3813227
5810	235258	3813240
5811	235293	3813118
5812	235339	3813164
5813	235373	3813024
5814	235417	3813029
5815	235456	3812970
5816	235499	3812964
5817	235533	3812819
5818	235578	3812854
5819	235612	3812706
5820	235656	3812729
5821	235692	3812613
5822	235737	3812640
5823	235769	3812476
5824	235817	3812544
5825	235852	3812425
5826	235896	3812444
5827	235932	3812329
5828	235980	3812399
5829	236017	3812305
5830	236063	3812360
5831	236099	3812252
5832	236147	3812333
5833	236182	3812198
5834	236226	3812220
5835	236260	3812067
5836	236307	3812141
5837	236343	3812025
5838	236387	3812034
5839	236422	3811904
5840	236469	3811975
5841	236504	3811842
5842	236550	3811894
5843	236583	3811735
5844	236625	3811712
5845	236665	3811660
5846	236710	3811702
5847	236744	3811548
5848	236786	3811536
5849	236824	3811457
5850	236872	3811533
5851	236909	3811447
5852	236951	3811430
5853	236988	3811328
5854	237030	3811304
5855	237064	3811174
5856	237110	3811221
5857	237148	3811143
5858	237198	3811256
5859	237235	3811155
5860	237282	3811220
5861	237316	3811070
5862	237360	3811092
5863	237396	3810980
5864	237440	3810985
5865	237480	3810940
5866	237523	3810941
5867	237557	3810804
5868	237600	3810796
5869	237641	3810757
5870	237686	3810802
5871	237720	3810657
5872	237763	3810655
5873	237802	3810581
5874	237847	3810621
5875	237885	3810543
5876	237933	3810614
5877	237967	3810483
5878	238010	3810477
5879	238046	3810355
5880	238088	3810343
5881	238125	3810243
5882	238168	3810242
5883	238200	3810072
5884	238245	3810106
5885	238283	3810024
5886	238328	3810051
5887	238366	3809971
5888	238413	3810033
5889	238450	3809937
5890	238493	3809947
5891	238528	3809810
5892	238570	3809796
5893	238605	3809665
5894	238653	3809748
5895	238690	3809648
5896	238735	3809695
5897	238770	3809554
5898	238815	3809595
5899	238848	3809436
5900	238893	3809457
5901	238927	3809312
5902	238971	3809326
5903	239009	3809247
5904	239054	3809285
5905	239088	3809143
5906	239134	3809185
5907	239171	3809095
5908	239216	3809121
5909	239253	3809027
5910	239297	3809044
5911	239334	3808949
5912	239378	3808963
5913	239414	3808849
5914	239462	3808925
5915	239495	3808774
5916	239541	3808813
5917	239579	3808738
5918	239624	3808773
5919	239663	3808705
5920	239708	3808738
5921	239747	3808674
5922	239791	3808691
5923	239825	3808539
5924	239871	3808591
5925	239907	3808478
5926	239953	3808533
5927	239989	3808408
5928	240034	3808442
5929	240068	3808297
5930	240113	3808328
5931	240150	3808237
5932	240192	3808220
5933	240230	3808146
5934	240273	3808149
5935	240308	3808015
5936	240354	3808062
5937	240389	3807929
5938	240436	3807995
5939	240471	3807874
5940	240516	3807905
5941	240550	3807760
5942	240593	3807757
5943	240628	3807631
5944	240670	3807618
5945	240707	3807519
5946	240754	3807576
5947	240793	3807515
5948	240838	3807554
5949	240873	3807421
5950	240916	3807412
5951	240950	3807277
5952	240995	3807303
5953	241028	3807151
5954	241071	3807145
5955	241108	3807050
5956	241152	3807074
5957	241186	3806925
5958	241232	3806978
5959	241267	3806840
5960	241313	3806897
5961	241349	3806777
5962	241393	3806800
5963	241429	3806691
5964	241471	3806674
5965	241507	3806558
5966	241553	3806610
5967	241589	3806485
5968	241634	3806524
5969	241671	3806430
5970	241714	3806420
5971	241752	3806348
5972	241799	3806405
5973	241837	3806334
5974	241881	3806344
5975	241916	3806221
5976	241964	3806296
5977	241997	3806141
5978	242040	3806130
5979	242075	3806008
5980	242118	3806005
5981	242153	3805883
5982	242196	3805884
5983	242233	3805787
5984	242280	3805845
5985	242316	3805738
5986	242360	3805758
5987	242394	3805615
5988	242437	3805606
5989	242471	3805468
5990	242516	3805495
5991	242553	3805403
5992	242599	3805440
5993	242633	3805307
5994	242677	3805317
5995	242714	3805225
5996	242758	3805245
5997	242795	3805140
5998	242839	3805161
5999	242874	3805035
6000	242918	3805042
6001	242951	3804885
6002	242993	3804869
6003	243029	3804770
6004	243073	3804783
6005	243110	3804686
6006	243158	3804763
6007	243196	3804681
6008	243237	3804643
6009	243273	3804542
6010	243314	3804507
6011	243352	3804420
6012	243393	3804401
6013	243430	3804302
6014	243478	3804377
6015	243518	3804331
6016	243564	3804379
6017	243598	3804230
6018	243643	3804258
6019	243676	3804106
6020	243721	3804138
6021	243753	3803968
6022	243799	3804005
6023	243833	3803860
6024	243876	3803860
6025	243911	3803742
6026	243955	3803758
6027	243990	3803636
6028	244037	3803693
6029	244076	3803627
6030	244122	3803665
6031	244160	3803586
6032	244204	3803607
6033	244241	3803508
6034	244286	3803547
6035	244325	3803477
6036	244369	3803487
6037	244401	3803314
6038	244446	3803353
6039	244482	3803246
6040	244526	3803248
6041	244564	3803180
6042	244605	3803149
6043	244640	3803015
6044	244680	3802976
6045	244717	3802881
6046	244764	3802931
6047	244797	3802775
6048	244843	3802830
6049	244877	3802688
6050	244923	3802725
6051	244960	3802634
6052	245001	3802602
6053	245037	3802494
6054	245078	3802464
6055	245119	3802431
6056	245167	3802497
6057	245206	3802440
6058	245251	3802465
6059	245283	3802301
6060	245326	3802292
6061	245359	3802148
6062	245407	3802222
6063	245442	3802086
6064	245488	3802138
6065	245522	3801991
6066	245567	3802020
6067	245600	3801866
6068	245644	3801888
6069	245681	3801795
6070	245725	3801799
6071	245758	3801644
6072	245803	3801673
